Rk,Year,Date,G#,Week,Age,Tm,,Opp,Result,GS,Cmp,Att,Cmp%,Yds,TD,Int,Rate,Sk,Yds,Y/A,AY/A,Att,Yds,Y/A,TD,Tgt,Rec,Yds,Y/R,TD,Ctch%,Y/Tgt,TD,Pts,Sk,Solo,Ast,Comb,TFL,QBHits,Fmb,FL,FF,FR,Yds,TD,Num,Pct,Num,Pct,Num,Pct,Status
24,2014,2014-10-26,8,8,24.016,NYJ,,BUF,L 23-43,*,2,8,25.00,5,0,3,0.0,0,0,0.63,-16.25,1,0,0.00,0,0,0,0,,0,0.0%,,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,11,13%,0,0%,0,0%,
27,2014,2014-11-24,11,12,24.045,NYJ,@,BUF,L 3-38,,10,12,83.33,89,0,0,97.6,2,9,7.42,7.42,2,4,2.00,0,0,0,0,,0,0.0%,,0,0,0.0,0,0,0,,,0,0,0,0,0,0,22,38%,0,0%,0,0%,
28,2014,2014-12-01,12,13,24.052,NYJ,,MIA,L 13-16,*,7,13,53.85,65,0,1,35.7,2,16,5.00,1.54,4,19,4.75,0,0,0,0,,0,0.0%,,0,0,0.0,0,0,0,,,1,0,0,0,-2,0,64,100%,0,0%,0,0%,
29,2014,2014-12-07,13,14,24.058,NYJ,@,MIN,L 24-30,*,18,29,62.07,254,1,1,87.4,3,12,8.76,7.90,6,33,5.50,0,0,0,0,,0,0.0%,,0,0,0.0,0,0,0,0,0,0,0,0,1,0,0,78,100%,0,0%,0,0%,
30,2014,2014-12-14,14,15,24.065,NYJ,@,TEN,W 16-11,*,16,28,57.14,179,1,0,88.2,3,16,6.39,7.11,4,16,4.00,0,0,0,0,,0,0.0%,,0,0,0.0,0,0,0,,,0,0,0,0,0,0,65,100%,0,0%,0,0%,
31,2014,2014-12-21,15,16,24.072,NYJ,,NWE,L 16-17,*,17,27,62.96,210,1,1,83.9,2,19,7.78,6.85,3,9,3.00,0,0,0,0,,0,0.0%,,0,0,0.0,0,0,0,,,0,0,0,0,0,0,63,100%,0,0%,0,0%,
32,2014,2014-12-28,16,17,24.079,NYJ,@,MIA,W 37-24,*,20,25,80.00,358,3,0,158.3,1,6,14.32,16.72,5,18,3.60,0,1,0,0,,0,0.0%,0.00,0,0,0.0,0,0,0,0,0,1,1,0,0,0,0,62,100%,0,0%,0,0%,
39,2015,2015-11-01,7,8,25.022,NYJ,@,OAK,L 20-34,,27,42,64.29,265,2,1,87.9,3,19,6.31,6.19,2,34,17.00,0,0,0,0,,0,0.0%,,0,0,0.0,0,0,0,,,0,0,0,0,0,0,65,89%,0,0%,0,0%,
54,2016,2016-10-17,6,6,26.007,NYJ,@,ARI,L 3-28,,4,6,66.67,31,0,1,39.6,1,8,5.17,-2.33,1,2,2.00,0,0,0,0,,0,0.0%,,0,0,0.0,0,0,0,,,1,0,0,0,0,0,9,17%,0,0%,0,0%,
55,2016,2016-10-23,7,7,26.013,NYJ,,BAL,W 24-16,*,4,8,50.00,95,1,0,132.8,2,11,11.88,14.38,1,7,7.00,0,0,0,0,,0,0.0%,,0,0,0.0,0,0,0,,,0,0,0,0,0,0,24,35%,0,0%,0,0%,
72,2017,2017-11-05,8,9,27.026,NYG,,LAR,L 17-51,,0,2,0.00,0,0,0,39.6,0,0,0.00,0.00,1,-1,-1.00,0,0,0,0,,0,0.0%,,0,0,0.0,0,0,0,,,0,0,0,0,0,0,4,6%,0,0%,0,0%,
76,2017,2017-12-03,12,13,27.054,NYG,@,OAK,L 17-24,*,21,34,61.76,212,1,0,89.3,3,12,6.24,6.82,3,13,4.33,0,0,0,0,,0,0.0%,,0,0,0.0,0,0,0,0,0,2,2,0,0,0,0,62,100%,0,0%,0,0%,
82,2018,2018-09-16,2,2,27.341,LAC,@,BUF,W 31-20,,0,0,,0,0,0,,0,0,,,1,-1,-1.00,0,0,0,0,,0,0.0%,,0,0,0.0,0,0,0,,,0,0,0,0,0,0,1,2%,0,0%,0,0%,
86,2018,2018-10-14,6,6,28.004,LAC,@,CLE,W 38-14,,1,1,100.00,8,0,0,100.0,0,0,8.00,8.00,2,-2,-1.00,0,0,0,0,,0,0.0%,,0,0,0.0,0,0,0,,,0,0,0,0,0,0,7,12%,0,0%,0,0%,
91,2018,2018-11-25,11,12,28.046,LAC,,ARI,W 45-10,,0,3,0.00,0,0,0,39.6,0,0,0.00,0.00,3,7,2.33,0,0,0,0,,0,0.0%,,0,0,0.0,0,0,0,,,0,0,0,0,0,0,13,19%,0,0%,0,0%,
92,2018,2018-12-02,12,13,28.053,LAC,@,PIT,W 33-30,,0,0,,0,0,0,,0,0,,,0,0,,0,0,0,0,,0,0.0%,,0,0,0.0,0,0,0,,,0,0,0,0,0,0,1,2%,0,0%,0,0%,
96,2018,2018-12-30,16,17,28.081,LAC,@,DEN,W 23-9,,0,0,,0,0,0,,1,16,,,2,-2,-1.00,0,0,0,0,,0,0.0%,,0,0,0.0,0,0,0,,,1,1,0,0,0,0,10,17%,0,0%,0,0%,
125,2020,2020-12-13,13,14,30.064,SEA,,NYJ,W 40-3,,4,5,80.00,33,0,0,94.2,1,3,6.60,6.60,2,-2,-1.00,0,0,0,0,,0,0.0%,,0,0,0.0,0,0,0,0,0,1,0,0,0,-6,0,18,25%,0,0%,0,0%,
133,2021,2021-10-07,5,5,30.362,SEA,,LAR,L 17-26,,10,17,58.82,131,1,1,78.3,0,0,7.71,6.24,3,23,7.67,0,0,0,0,,0,0.0%,,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,25,38%,0,0%,0,0%,
134,2021,2021-10-17,6,6,31.007,SEA,@,PIT,L 20-23,*,23,32,71.88,209,1,0,99.6,5,44,6.53,7.16,1,-1,-1.00,0,0,0,0,,0,0.0%,,0,0,0.0,0,0,0,0,0,1,1,0,0,0,0,65,100%,0,0%,0,0%,
135,2021,2021-10-25,7,7,31.015,SEA,,NOR,L 10-13,*,12,22,54.55,167,1,0,94.3,5,38,7.59,8.50,3,12,4.00,0,0,0,0,,0,0.0%,,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,56,100%,0,0%,0,0%,
136,2021,2021-10-31,8,8,31.021,SEA,,JAX,W 31-7,*,20,24,83.33,195,2,0,128.3,3,35,8.13,9.79,2,8,4.00,1,0,0,0,,0,0.0%,,1,6,0.0,0,0,0,0,0,0,0,0,0,0,0,57,100%,0,0%,0,0%,
146,2022,2022-09-12,1,1,31.337,SEA,,DEN,W 17-16,*,23,28,82.14,195,2,0,119.5,2,18,6.96,8.39,6,14,2.33,0,0,0,0,,0,0.0%,,0,0,0.0,1,0,1,0,0,1,0,0,0,0,0,55,100%,0,0%,0,0%,
147,2022,2022-09-18,2,2,31.343,SEA,@,SFO,L 7-27,*,24,30,80.00,197,0,1,80.1,2,17,6.57,5.07,2,2,1.00,0,0,0,0,,0,0.0%,,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,49,100%,0,0%,0,0%,
148,2022,2022-09-25,3,3,31.350,SEA,,ATL,L 23-27,*,32,44,72.73,325,2,1,99.1,2,17,7.39,7.27,2,-1,-0.50,0,0,0,0,,0,0.0%,,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,71,100%,0,0%,0,0%,
149,2022,2022-10-02,4,4,31.357,SEA,@,DET,W 48-45,*,23,30,76.67,320,2,0,132.6,0,0,10.67,12.00,7,49,7.00,1,0,0,0,,0,0.0%,,1,6,0.0,0,0,0,0,0,0,0,0,0,0,0,70,100%,0,0%,0,0%,
150,2022,2022-10-09,5,5,31.364,SEA,@,NOR,L 32-39,*,16,25,64.00,268,3,0,139.7,3,23,10.72,13.12,3,13,4.33,0,0,0,0,,0,0.0%,,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,52,100%,0,0%,0,0%,
151,2022,2022-10-16,6,6,32.006,SEA,,ARI,W 19-9,*,20,31,64.52,197,0,0,82.3,5,37,6.35,6.35,6,48,8.00,0,0,0,0,,0,0.0%,,0,0,0.0,0,0,0,0,0,1,0,0,1,0,0,68,100%,0,0%,0,0%,
152,2022,2022-10-23,7,7,32.013,SEA,@,LAC,W 37-23,*,20,27,74.07,210,2,1,105.5,2,19,7.78,7.59,4,7,1.75,0,0,0,0,,0,0.0%,,0,0,0.0,0,0,0,0,0,1,1,0,0,2,0,71,100%,0,0%,0,0%,
153,2022,2022-10-30,8,8,32.020,SEA,,NYG,W 27-13,*,23,34,67.65,212,2,0,104.0,3,22,6.24,7.41,5,26,5.20,0,0,0,0,,0,0.0%,,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,64,100%,0,0%,0,0%,
154,2022,2022-11-06,9,9,32.027,SEA,@,ARI,W 31-21,*,26,34,76.47,275,2,1,106.9,2,12,8.09,7.94,6,38,6.33,0,0,0,0,,0,0.0%,,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,73,100%,0,0%,0,0%,
155,2022,2022-11-13,10,10,32.034,SEA,@,TAM,L 16-21,*,23,33,69.70,275,2,0,115.1,3,31,8.33,9.55,4,22,5.50,0,0,0,0,,0,0.0%,,0,0,0.0,0,0,0,0,0,1,1,0,0,0,0,52,100%,0,0%,0,0%,
156,2022,2022-11-27,11,12,32.048,SEA,,LVR,L 34-40,*,27,37,72.97,328,2,1,106.6,3,21,8.86,8.73,5,22,4.40,0,0,0,0,,0,0.0%,,0,0,0.0,0,0,0,0,0,1,1,0,0,0,0,65,100%,0,0%,0,0%,
157,2022,2022-12-04,12,13,32.055,SEA,@,LAR,W 27-23,*,28,39,71.79,367,3,1,116.1,4,19,9.41,9.79,2,3,1.50,0,0,0,0,,0,0.0%,,0,0,0.0,0,0,0,0,0,1,1,0,0,0,0,67,100%,0,0%,0,0%,
158,2022,2022-12-11,13,14,32.062,SEA,,CAR,L 24-30,*,21,36,58.33,264,3,2,85.9,3,23,7.33,6.50,3,20,6.67,0,0,0,0,,0,0.0%,,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,54,100%,0,0%,0,0%,
159,2022,2022-12-15,14,15,32.066,SEA,,SFO,L 13-21,*,31,44,70.45,238,1,0,90.9,3,31,5.41,5.86,1,18,18.00,0,0,0,0,,0,0.0%,,0,0,0.0,0,0,0,0,0,1,0,0,0,0,0,64,100%,0,0%,0,0%,
160,2022,2022-12-24,15,16,32.075,SEA,@,KAN,L 10-24,*,25,40,62.50,215,1,1,74.5,2,15,5.38,4.75,3,16,5.33,0,0,0,0,,0,0.0%,,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,76,100%,0,0%,0,0%,
161,2022,2023-01-01,16,17,32.083,SEA,,NYJ,W 23-6,*,18,29,62.07,183,2,0,103.1,4,35,6.31,7.69,5,18,3.60,0,0,0,0,,0,0.0%,,0,0,0.0,0,0,0,0,0,1,0,0,1,0,0,72,100%,0,0%,0,0%,
162,2022,2023-01-08,17,18,32.090,SEA,,LAR,W 19-16,*,19,31,61.29,213,1,2,65.7,3,8,6.87,4.61,4,51,12.75,0,0,0,0,,0,0.0%,,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,70,100%,0,0%,0,0%,
163,2023,2023-09-10,1,1,32.335,SEA,,LAR,L 13-30,*,16,26,61.54,112,1,0,84.1,2,17,4.31,5.08,1,6,6.00,0,0,0,0,,0,0.0%,,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,51,100%,0,0%,0,0%,
164,2023,2023-09-17,2,2,32.342,SEA,@,DET,W 37-31,*,32,41,78.05,328,2,0,116.3,1,17,8.00,8.98,3,20,6.67,0,0,0,0,,0,0.0%,,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,72,100%,0,0%,0,0%,
165,2023,2023-09-24,3,3,32.349,SEA,,CAR,W 37-27,*,23,36,63.89,296,1,1,87.3,2,17,8.22,7.53,4,-4,-1.00,0,0,0,0,,0,0.0%,,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,75,100%,0,0%,0,0%,
166,2023,2023-10-02,4,4,32.357,SEA,@,NYG,W 24-3,*,13,20,65.00,110,1,0,95.8,2,13,5.50,6.50,0,0,,0,1,1,-2,-2.00,0,100.0%,-2.00,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,38,69%,0,0%,0,0%,
167,2023,2023-10-15,5,6,33.005,SEA,@,CIN,L 13-17,*,27,41,65.85,326,0,2,69.8,4,29,7.95,5.76,4,20,5.00,0,0,0,0,,0,0.0%,,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,74,100%,0,0%,0,0%,
168,2023,2023-10-22,6,7,33.012,SEA,,ARI,W 20-10,*,18,24,75.00,219,2,1,113.0,2,16,9.13,8.92,6,10,1.67,0,0,0,0,,0,0.0%,,0,0,0.0,0,0,0,0,0,1,1,0,0,-3,0,60,100%,0,0%,0,0%,
169,2023,2023-10-29,7,8,33.019,SEA,,CLE,W 24-20,*,23,37,62.16,254,2,2,78.0,1,6,6.86,5.51,2,-3,-1.50,0,0,0,0,,0,0.0%,,0,0,0.0,0,0,0,0,0,1,0,0,1,0,0,58,100%,0,0%,0,0%,
170,2023,2023-11-05,8,9,33.026,SEA,@,BAL,L 3-37,*,13,28,46.43,157,0,1,49.3,4,34,5.61,4.00,2,4,2.00,0,0,0,0,,0,0.0%,,0,0,0.0,0,0,0,0,0,1,1,0,0,0,0,49,100%,0,0%,0,0%,
171,2023,2023-11-12,9,10,33.033,SEA,,WAS,W 29-26,*,31,47,65.96,369,2,0,103.9,1,0,7.85,8.70,1,13,13.00,0,0,0,0,,0,0.0%,,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,81,100%,0,0%,0,0%,
172,2023,2023-11-19,10,11,33.040,SEA,@,LAR,L 16-17,*,22,34,64.71,233,1,0,94.4,2,13,6.85,7.44,1,-1,-1.00,0,0,0,0,,0,0.0%,,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,57,88%,0,0%,0,0%,
173,2023,2023-11-23,11,12,33.044,SEA,,SFO,L 13-31,*,18,27,66.67,180,0,1,70.0,6,48,6.67,5.00,4,21,5.25,0,0,0,0,,0,0.0%,,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,56,100%,0,0%,0,0%,
174,2023,2023-11-30,12,13,33.051,SEA,@,DAL,L 35-41,*,23,41,56.10,334,3,1,97.0,0,0,8.15,8.51,2,6,3.00,1,0,0,0,,0,0.0%,,1,6,0.0,0,0,0,0,0,0,0,0,0,0,0,69,100%,0,0%,0,0%,
177,2023,2023-12-24,15,16,33.075,SEA,@,TEN,W 20-17,*,25,36,69.44,227,2,0,104.7,3,12,6.31,7.42,1,2,2.00,0,0,0,0,,0,0.0%,,0,0,0.0,0,0,0,0,0,1,0,0,1,0,0,62,100%,0,0%,0,0%,
178,2023,2023-12-31,16,17,33.082,SEA,,PIT,L 23-30,*,23,33,69.70,290,1,0,106.9,1,9,8.79,9.39,3,33,11.00,0,0,0,0,,0,0.0%,,0,0,0.0,0,0,0,0,0,1,1,0,0,0,0,49,100%,0,0%,0,0%,
179,2023,2024-01-07,17,18,33.089,SEA,@,ARI,W 21-20,*,16,28,57.14,189,2,0,101.6,0,0,6.75,8.18,3,28,9.33,0,0,0,0,,0,0.0%,,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,55,100%,0,0%,0,0%,
180,2024,2024-09-08,1,1,33.334,SEA,,DEN,W 26-20,*,18,25,72.00,171,1,1,87.2,2,13,6.84,5.84,4,30,7.50,1,0,0,0,,0,0.0%,,1,6,0.0,0,0,0,0,0,0,0,0,0,0,0,67,100%,0,0%,0,0%,
181,2024,2024-09-15,2,2,33.341,SEA,@,NWE,W 23-20,*,33,44,75.00,327,1,0,103.1,3,15,7.43,7.89,5,8,1.60,0,0,0,0,,0,0.0%,,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,70,100%,0,0%,0,0%,
182,2024,2024-09-22,3,3,33.348,SEA,,MIA,W 24-3,*,26,34,76.47,289,1,2,86.5,3,19,8.50,6.44,2,-2,-1.00,0,0,0,0,,0,0.0%,,0,0,0.0,0,0,0,0,0,1,0,0,1,0,0,64,100%,0,0%,0,0%,
183,2024,2024-09-30,4,4,33.356,SEA,@,DET,L 29-42,*,38,56,67.86,395,1,1,86.5,3,12,7.05,6.61,5,38,7.60,0,0,0,0,,0,0.0%,,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,90,100%,0,0%,0,0%,
184,2024,2024-10-06,5,5,33.362,SEA,,NYG,L 20-29,*,28,40,70.00,284,1,0,98.3,7,53,7.10,7.60,4,72,18.00,0,0,0,0,,0,0.0%,,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,58,100%,0,0%,0,0%,
185,2024,2024-10-10,6,6,34.000,SEA,,SFO,L 24-36,*,30,52,57.69,312,1,2,65.5,1,6,6.00,4.65,1,0,0.00,0,0,0,0,,0,0.0%,,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,78,100%,0,0%,0,0%,
